,0,1,2,3,4,5,6,7,8,9
0,0.5510788947916412,0.974415281584414,0.8586745963849594,1.779367929461771,2.129235015825371,3.121839559284055,3.7412160014273717,4.060759235946342,4.755572951156017,5.056728394890795
1,0.8055220203461337,0.8068126433820615,1.7885306673856969,1.635391141306824,1.8099895703104758,2.5441360538703917,3.196560799393425,3.816035359091847,3.736124859707792,3.6723420846347268
2,0.27790691922813693,0.276414231195107,0.8554592814294877,1.0288443760386123,1.5809329861475796,1.658698907914919,2.4089812063312506,1.5225694939723555,2.37686436851741,2.8151586118310443
3,0.028467970897528172,0.008873915252044062,0.27832361158479935,0.9745225905408454,0.6871620106133269,1.0516181724466176,0.8233036809453174,1.8987167305675314,1.3247151697782744,2.003873803901776
4,-2.1769093355050728e-05,0.008873911673564994,0.2526494706692577,0.2451982706667526,0.5503557526734042,0.2844586759072154,0.8669700939427452,0.5878953176957138,1.033201528131461,0.5856850978542654
5,-2.1770723016345528e-05,0.008873912404979922,0.012341847695952701,-3.065187516226864e-05,0.816350038602188,0.8561882270098666,0.8508813720614008,0.864308336718902,0.9285372190089706,1.6893349852971413
6,0.028467972359141447,0.00887391230508161,0.2563593155816546,0.2091256888718317,0.28433372288585573,0.5503301306902306,0.5503243039916994,0.5413459851253237,0.9793185145861935,1.1718489490896289
7,-2.177019643956335e-05,0.0088739118758423,0.2526494676245037,0.2350845461794664,0.26528236827623913,-4.047914059743252e-05,0.2845278592016962,0.8241040745289712,0.4327469910698193,0.29149530239952937
8,-2.1769949233307884e-05,0.008873912599914657,0.012347351676530338,0.25361486698588787,0.23918108419541245,0.28445245074933645,0.284736779711311,0.8619366333953342,0.8699582634059336,0.8732473601068725
9,-2.1768755463558165e-05,0.008873911989763617,0.012341850680998578,0.5199827591771418,0.6867433603466553,0.28445192068756064,0.28452937788801586,0.3339257702245565,1.022345237237324,0.308201984712294
