,0,1,2,3,4,5,6,7,8,9
0,0.19904440371737303,0.14143782678831288,0.05621613785523135,0.32765450833918813,0.4877113748643533,0.39021830856151407,1.1417814092046747,0.4468269548935603,0.7639329081886413,0.825772201678605
1,0.2740688960816097,0.3862049234395493,0.43944613595111304,0.3584082548432618,0.380819992107657,0.458691378650453,0.8483316656612423,0.6312044455710907,0.5449728612772622,0.5135255576260593
2,0.12567407612690062,0.10914592913934724,0.27135131037454396,0.30214279055335935,0.3701731857317887,0.584937280319113,0.5440648107565828,0.24859495813574498,0.8700621399893044,0.35493706752387705
3,0.011395896472202413,1.4758775926282505e-09,0.1077360803637731,0.35895597952868097,0.2719828636025792,0.26930575280957536,0.30315193249337063,0.6023938940748439,0.36956618316344847,0.47064577872470564
4,6.562926512099086e-10,0.0035634468388173303,0.11983081544528418,0.11174371937469096,0.21923665354293195,0.13246424462246656,0.2855080428934946,0.18618063207476995,0.39041420054876624,0.2535925404686624
5,6.002548262428564e-11,2.887002847912001e-10,3.227994240794819e-10,0.012167119006274192,0.3166797257291196,0.3589282581980356,0.33610524300563815,0.34414603307489355,0.38156689710448993,0.602040248403275
6,0.011395897105118033,0.004364314233196652,0.0989597606753477,0.09582896425741691,0.1130869607593563,0.22082104898882318,0.20648866835889493,0.21372618010006844,0.36090697899218827,0.36282916985087665
7,2.6165567429784667e-10,0.003563447223942663,0.09612304786859413,0.12490890157977518,0.125486691585386,2.11809236107935e-06,0.13980890974389373,0.29621649392874205,0.21185784837777072,0.13084248476647037
8,2.429597935792834e-10,3.174312941676829e-10,2.201787118099198e-06,0.1328936302723849,0.09682331338876299,0.11348103328286135,0.1107277406162349,0.29791211271032575,0.34052414410477133,0.28766717069809156
9,7.769721336825988e-10,1.071492718897374e-10,1.3402871594066448e-09,0.2201599071718772,0.2192583513864636,0.1249317440865511,0.1113773305965085,0.1522733889513236,0.46641430524445004,0.12456552721522784
