,0,1,2,3,4,5,6,7,8,9
0,0.21966966209043554,0.7575340224321533,0.7896059423025614,1.3526249646273325,1.5521033339629795,2.6223608310330873,2.633025595721654,3.5345652490870187,3.510756071568868,4.268756772355638
1,0.3824785961056768,0.32416911934056447,0.9297747509274655,1.0665968723211217,1.2065131836159095,1.897826077070605,2.27103294807005,2.7969027391338512,2.841387020132728,2.7497304581692013
2,0.12121732919907831,0.171705937053327,0.34360157610880926,0.5933474843696296,1.097219239301816,0.9443968741672517,1.515294308000232,1.171880554264512,1.4739293680243606,2.511251752974691
3,0.005676177953123407,0.008873912976426767,0.0630645419797087,0.5028960037753241,0.1915017878828695,0.7182915981199416,0.3498604204278445,0.8414893109631787,0.7403233678621319,1.4372918070784497
4,-2.1770378962493452e-05,0.007092188202371475,0.10599153705967464,0.021960223559229775,0.1631820233962989,0.11292447960214318,0.34427501820877116,0.2877050789466595,0.4159406544119049,0.2777003458522645
5,-2.1770807572618624e-05,0.008873911884030639,0.012341847244198978,-0.024364889887710618,0.21290854868059678,0.3732814508401952,0.17913497949102683,0.44907985727685357,0.6200134043007354,0.8625903384279037
6,0.00567617814890542,0.003528740571850442,0.05867181309808582,0.01746776043175018,0.058223513773409875,0.16773489341917808,0.22528856960774055,0.1794603730619685,0.4553991893329365,0.6181061362728926
7,-2.1770622685846065e-05,0.00709218809513783,0.06040337188731546,0.07138219145501172,0.11220178798228386,-4.390485730106919e-05,0.10887480902603401,0.27546263778159547,0.06520658484860449,0.13123117345153557
8,-2.1770355729433533e-05,0.008873912037918031,0.01234294810237111,0.1310917115739759,0.04570707899764024,0.057503586474944426,0.06443071302849532,0.45106451437133943,0.4229437159753665,0.5306281486751658
9,-2.177017097615419e-05,0.008873911874185358,0.012341848187748328,0.07966295561876138,0.3065827547134969,0.11124427152620034,0.06303915608436546,0.1220034469755703,0.3205170270894486,0.19138501826251716
